"Date","Price","Open","High","Low","Vol.","Change %"
"10/29/2018","2,542.10","2,593.59","2,595.54","2,529.19","13.42B","-2.18%"
"10/26/2018","2,598.85","2,610.90","2,626.12","2,580.85","15.89B","-0.19%"
"10/25/2018","2,603.80","2,540.93","2,606.10","2,531.53","16.20B","0.02%"
"10/24/2018","2,603.30","2,579.97","2,640.40","2,577.77","16.01B","0.33%"
"10/23/2018","2,594.83","2,652.65","2,659.81","2,583.26","17.83B","-2.26%"
"10/22/2018","2,654.88","2,565.64","2,675.41","2,565.64","21.19B","4.09%"
"10/19/2018","2,550.47","2,460.08","2,553.39","2,449.20","14.73B","2.58%"
"10/18/2018","2,486.42","2,544.91","2,544.91","2,485.62","12.54B","-2.94%"
"10/17/2018","2,561.61","2,574.31","2,582.55","2,517.57","13.00B","0.60%"
"10/16/2018","2,546.33","2,567.76","2,597.72","2,536.44","11.94B","-0.85%"
"10/15/2018","2,568.10","2,605.91","2,611.97","2,564.74","11.86B","-1.49%"
"10/12/2018","2,606.91","2,574.04","2,615.92","2,536.67","17.01B","0.91%"
"10/11/2018","2,583.46","2,643.07","2,661.29","2,560.32","19.72B","-5.22%"
"10/10/2018","2,725.84","2,723.72","2,743.55","2,703.06","11.35B","0.18%"
"10/09/2018","2,721.01","2,713.73","2,734.31","2,711.20","11.68B","0.17%"
"10/08/2018","2,716.51","2,768.21","2,771.94","2,710.18","14.95B","-3.72%"
"09/28/2018","2,821.35","2,794.26","2,821.76","2,791.84","13.43B","1.06%"
"09/27/2018","2,791.77","2,805.79","2,810.51","2,786.32","12.40B","-0.54%"
"09/26/2018","2,806.81","2,785.32","2,827.34","2,783.34","13.96B","0.92%"
"09/25/2018","2,781.14","2,775.07","2,790.03","2,771.16","11.20B","-0.58%"
"09/21/2018","2,797.48","2,733.87","2,797.49","2,722.03","15.80B","2.50%"
"09/20/2018","2,729.24","2,732.17","2,743.96","2,724.08","11.14B","-0.06%"
"09/19/2018","2,730.85","2,694.80","2,746.08","2,690.99","14.16B","1.14%"
"09/18/2018","2,699.95","2,644.30","2,700.19","2,644.30","11.58B","1.82%"
"09/17/2018","2,651.79","2,671.29","2,671.29","2,647.92","8.82B","-1.11%"
"09/14/2018","2,681.64","2,688.78","2,694.92","2,675.29","10.00B","-0.18%"
"09/13/2018","2,686.58","2,679.21","2,689.06","2,653.19","10.73B","1.15%"
"09/12/2018","2,656.11","2,659.74","2,672.07","2,647.17","9.00B","-0.33%"
"09/11/2018","2,664.80","2,668.49","2,680.57","2,652.70","9.99B","-0.18%"
"09/10/2018","2,669.48","2,698.01","2,703.43","2,667.32","10.36B","-1.21%"
"09/07/2018","2,702.30","2,696.68","2,728.55","2,683.72","10.75B","0.40%"
"09/06/2018","2,691.59","2,697.58","2,719.41","2,683.74","9.90B","-0.47%"
"09/05/2018","2,704.34","2,741.38","2,745.47","2,704.34","10.50B","-1.68%"
"09/04/2018","2,750.58","2,720.65","2,756.61","2,712.38","10.90B","1.10%"
"09/03/2018","2,720.73","2,716.40","2,722.85","2,692.36","10.22B","-0.17%"
"08/31/2018","2,725.25","2,730.11","2,744.63","2,710.54","10.98B","-0.46%"
"08/30/2018","2,737.74","2,769.33","2,780.53","2,736.35","10.61B","-1.14%"
"08/29/2018","2,769.29","2,774.86","2,778.54","2,762.35","10.02B","-0.31%"
"08/28/2018","2,777.98","2,782.29","2,791.39","2,769.40","11.87B","-0.10%"
"08/27/2018","2,780.90","2,736.32","2,780.90","2,736.32","13.28B","1.89%"
"08/24/2018","2,729.43","2,717.08","2,748.82","2,705.32","10.05B","0.18%"
"08/23/2018","2,724.62","2,714.87","2,736.01","2,700.80","9.84B","0.37%"
"08/22/2018","2,714.61","2,731.96","2,731.96","2,709.06","9.37B","-0.70%"
"08/21/2018","2,733.83","2,700.34","2,739.17","2,696.29","11.36B","1.31%"
"08/20/2018","2,698.47","2,673.07","2,698.47","2,653.11","11.08B","1.11%"
"08/17/2018","2,668.97","2,723.89","2,730.33","2,665.59","11.24B","-1.34%"
"08/16/2018","2,705.19","2,691.43","2,732.95","2,672.74","12.03B","-0.66%"
"08/15/2018","2,723.26","2,777.25","2,777.70","2,721.24","11.62B","-2.07%"
"08/14/2018","2,780.96","2,780.74","2,789.44","2,766.57","10.96B","-0.18%"
"08/13/2018","2,785.87","2,769.02","2,789.80","2,742.56","12.75B","-0.34%"
"08/10/2018","2,795.31","2,791.40","2,806.11","2,777.51","12.15B","0.03%"
"08/09/2018","2,794.38","2,729.58","2,801.66","2,726.22","15.17B","1.83%"
"08/08/2018","2,744.07","2,771.13","2,779.91","2,741.07","14.77B","-1.27%"
"08/07/2018","2,779.37","2,711.74","2,779.37","2,696.04","14.96B","2.74%"
"08/06/2018","2,705.16","2,736.53","2,760.47","2,692.32","12.98B","-1.29%"
"08/03/2018","2,740.44","2,763.40","2,777.66","2,740.43","12.70B","-1.00%"
"08/02/2018","2,768.02","2,815.34","2,815.34","2,726.48","17.42B","-2.00%"
"08/01/2018","2,824.53","2,882.51","2,897.40","2,823.93","14.95B","-1.80%"
"07/31/2018","2,876.40","2,866.90","2,884.68","2,854.32","11.89B","0.26%"
"07/30/2018","2,869.05","2,871.94","2,896.01","2,850.30","15.17B","-0.16%"
"07/27/2018","2,873.59","2,879.69","2,889.69","2,864.11","14.64B","-0.30%"
"07/26/2018","2,882.23","2,905.79","2,915.30","2,875.70","16.84B","-0.74%"
"07/25/2018","2,903.65","2,911.45","2,912.31","2,894.04","16.78B","-0.07%"
"07/24/2018","2,905.56","2,862.27","2,911.46","2,862.27","22.96B","1.61%"
"07/23/2018","2,859.54","2,815.20","2,863.57","2,809.62","17.34B","1.07%"
"07/20/2018","2,829.27","2,769.75","2,837.86","2,753.84","14.59B","2.05%"
"07/19/2018","2,772.55","2,791.02","2,805.01","2,764.49","11.45B","-0.53%"
"07/18/2018","2,787.26","2,801.78","2,818.40","2,786.04","12.10B","-0.39%"
"07/17/2018","2,798.13","2,806.89","2,806.92","2,774.76","10.54B","-0.57%"
"07/16/2018","2,814.04","2,827.08","2,837.51","2,804.49","10.78B","-0.61%"
"07/13/2018","2,831.18","2,831.43","2,835.46","2,818.85","11.77B","-0.23%"
"07/12/2018","2,837.66","2,771.04","2,844.19","2,771.04","14.70B","2.16%"
"07/11/2018","2,777.77","2,780.70","2,794.36","2,752.43","12.68B","-1.76%"
"07/10/2018","2,827.63","2,819.71","2,828.49","2,800.63","11.71B","0.44%"
"07/09/2018","2,815.11","2,752.45","2,815.79","2,752.45","12.15B","2.47%"
"07/06/2018","2,747.23","2,731.35","2,768.87","2,691.02","13.63B","0.49%"
"07/05/2018","2,733.88","2,755.34","2,777.52","2,727.94","12.92B","-0.92%"
"07/04/2018","2,759.13","2,776.63","2,793.18","2,754.16","12.33B","-1.00%"
"07/03/2018","2,786.89","2,774.57","2,786.89","2,722.45","14.25B","0.41%"
"07/02/2018","2,775.56","2,841.58","2,845.68","2,756.82","13.70B","-2.52%"
"06/29/2018","2,847.42","2,789.81","2,848.37","2,782.38","12.57B","2.17%"
"06/28/2018","2,786.90","2,799.90","2,825.99","2,782.45","11.84B","-0.93%"
"06/27/2018","2,813.18","2,842.40","2,854.26","2,798.80","12.94B","-1.10%"
"06/26/2018","2,844.51","2,829.99","2,850.24","2,803.79","12.59B","-0.52%"
"06/25/2018","2,859.34","2,903.45","2,908.62","2,857.87","12.19B","-1.05%"
"06/22/2018","2,889.76","2,855.58","2,891.97","2,837.14","12.61B","0.49%"
"06/21/2018","2,875.81","2,912.00","2,940.59","2,872.62","15.44B","-1.37%"
"06/20/2018","2,915.73","2,889.98","2,925.56","2,872.16","14.43B","0.27%"
"06/19/2018","2,907.82","2,982.65","2,984.97","2,871.35","23.06B","-3.78%"
"06/15/2018","3,021.90","3,037.45","3,048.80","3,008.73","14.45B","-0.73%"
"06/14/2018","3,044.16","3,038.07","3,066.05","3,032.41","11.55B","-0.18%"
"06/13/2018","3,049.80","3,071.46","3,071.46","3,044.12","11.96B","-0.97%"
"06/12/2018","3,079.80","3,053.03","3,081.45","3,034.10","11.33B","0.89%"
"06/11/2018","3,052.78","3,057.34","3,063.61","3,037.91","10.86B","-0.47%"
"06/08/2018","3,067.15","3,100.60","3,100.68","3,053.29","13.47B","-1.36%"
"06/07/2018","3,109.50","3,121.18","3,128.72","3,105.58","12.78B","-0.18%"
"06/06/2018","3,115.18","3,109.17","3,117.53","3,103.53","12.02B","0.03%"
"06/05/2018","3,114.21","3,088.01","3,114.77","3,080.05","11.87B","0.74%"
"06/04/2018","3,091.19","3,083.43","3,098.40","3,076.99","11.46B","0.52%"
"06/01/2018","3,075.14","3,084.75","3,102.09","3,059.79","12.99B","-0.66%"
"05/31/2018","3,095.47","3,061.83","3,098.08","3,054.27","14.05B","1.78%"
"05/30/2018","3,041.44","3,081.14","3,085.40","3,041.00","15.51B","-2.53%"
"05/29/2018","3,120.46","3,129.62","3,143.21","3,112.15","13.57B","-0.47%"
"05/28/2018","3,135.08","3,136.81","3,149.66","3,115.96","12.88B","-0.20%"
"05/25/2018","3,141.30","3,148.41","3,156.73","3,131.07","12.86B","-0.42%"
"05/24/2018","3,154.65","3,167.94","3,173.53","3,152.07","12.41B","-0.45%"
"05/23/2018","3,168.96","3,205.44","3,205.44","3,168.96","15.78B","-1.41%"
"05/22/2018","3,214.35","3,211.25","3,214.59","3,192.23","14.43B","0.02%"
"05/21/2018","3,213.84","3,206.18","3,219.74","3,203.34","16.45B","0.64%"
"05/18/2018","3,193.30","3,151.08","3,193.45","3,144.78","13.65B","1.24%"
"05/17/2018","3,154.28","3,170.01","3,172.77","3,148.62","11.40B","-0.48%"
"05/16/2018","3,169.57","3,180.23","3,191.95","3,166.81","13.05B","-0.71%"
"05/15/2018","3,192.12","3,180.42","3,192.81","3,164.52","12.45B","0.57%"
"05/14/2018","3,174.03","3,167.04","3,183.82","3,163.48","12.93B","0.34%"
"05/11/2018","3,163.26","3,179.80","3,180.76","3,162.21","13.07B","-0.35%"
"05/10/2018","3,174.41","3,169.05","3,176.14","3,155.53","13.30B","0.48%"
"05/09/2018","3,159.15","3,160.14","3,165.37","3,145.66","12.26B","-0.07%"
"05/08/2018","3,161.50","3,135.30","3,169.70","3,134.06","14.69B","0.79%"
"05/07/2018","3,136.64","3,094.90","3,136.84","3,091.66","13.89B","1.48%"
"05/04/2018","3,091.03","3,093.12","3,104.09","3,086.78","11.87B","-0.32%"
"05/03/2018","3,100.86","3,074.52","3,105.66","3,056.16","14.00B","0.64%"
"05/02/2018","3,081.18","3,087.41","3,097.60","3,064.76","13.42B","-0.03%"
"04/27/2018","3,082.23","3,082.41","3,088.03","3,049.91","13.12B","0.23%"
"04/26/2018","3,075.03","3,119.50","3,121.93","3,067.93","13.40B","-1.38%"
"04/25/2018","3,117.97","3,112.40","3,122.91","3,107.00","12.73B","-0.35%"
"04/24/2018","3,128.93","3,069.75","3,136.04","3,069.75","16.23B","1.99%"
"04/23/2018","3,068.01","3,063.44","3,085.06","3,045.94","13.17B","-0.11%"
"04/20/2018","3,071.54","3,105.46","3,111.17","3,065.92","15.51B","-1.47%"
"04/19/2018","3,117.38","3,094.27","3,127.44","3,090.29","16.01B","0.84%"
"04/18/2018","3,091.40","3,091.91","3,096.89","3,041.62","15.93B","0.80%"
"04/17/2018","3,066.80","3,112.97","3,118.76","3,064.03","14.72B","-1.41%"
"04/16/2018","3,110.65","3,152.89","3,153.11","3,096.10","15.44B","-1.53%"
"04/13/2018","3,159.05","3,192.04","3,197.90","3,155.51","12.76B","-0.66%"
"04/12/2018","3,180.16","3,203.28","3,205.25","3,177.05","14.82B","-0.87%"
"04/11/2018","3,208.08","3,197.37","3,220.85","3,191.59","17.59B","0.56%"
"04/10/2018","3,190.32","3,144.26","3,190.65","3,139.08","16.82B","1.66%"
"04/09/2018","3,138.29","3,125.44","3,146.09","3,110.30","13.96B","0.23%"
"04/04/2018","3,131.11","3,147.05","3,163.34","3,128.87","14.70B","-0.18%"
"04/03/2018","3,136.63","3,130.01","3,144.33","3,119.13","15.22B","-0.84%"
"04/02/2018","3,163.18","3,169.78","3,192.34","3,159.99","17.77B","-0.18%"
"03/30/2018","3,168.90","3,161.79","3,177.72","3,152.89","15.46B","0.26%"
"03/29/2018","3,160.53","3,127.26","3,174.51","3,098.25","17.03B","1.22%"
"03/28/2018","3,122.29","3,130.57","3,165.21","3,117.53","16.35B","-1.40%"
"03/27/2018","3,166.65","3,164.80","3,172.78","3,143.57","18.91B","1.05%"
"03/26/2018","3,133.72","3,117.32","3,134.28","3,091.46","18.64B","-0.60%"
"03/23/2018","3,152.76","3,172.77","3,188.24","3,110.66","27.55B","-3.39%"
"03/22/2018","3,263.48","3,281.26","3,288.80","3,242.76","15.04B","-0.53%"
"03/21/2018","3,280.95","3,299.73","3,314.21","3,268.88","16.84B","-0.29%"
"03/20/2018","3,290.64","3,257.22","3,292.57","3,252.43","13.99B","0.35%"
"03/19/2018","3,279.25","3,264.93","3,280.57","3,251.05","13.80B","0.29%"
"03/16/2018","3,269.88","3,290.21","3,300.57","3,269.28","14.12B","-0.65%"
"03/15/2018","3,291.11","3,277.51","3,297.10","3,273.20","14.86B","-0.01%"
"03/14/2018","3,291.38","3,298.67","3,304.98","3,287.36","15.75B","-0.57%"
"03/13/2018","3,310.24","3,324.12","3,333.88","3,307.38","17.71B","-0.49%"
"03/12/2018","3,326.70","3,319.21","3,333.56","3,313.56","20.65B","0.59%"
"03/09/2018","3,307.17","3,291.43","3,309.72","3,283.56","16.84B","0.57%"
"03/08/2018","3,288.41","3,268.35","3,289.50","3,261.55","14.98B","0.51%"
"03/07/2018","3,271.67","3,288.86","3,308.41","3,264.76","16.87B","-0.55%"
"03/06/2018","3,289.64","3,266.49","3,290.25","3,243.65","19.54B","1.00%"
"03/05/2018","3,256.93","3,255.87","3,269.40","3,236.72","14.48B","0.07%"
"03/02/2018","3,254.53","3,248.45","3,269.94","3,242.27","15.09B","-0.59%"
"03/01/2018","3,273.75","3,235.09","3,280.15","3,228.58","15.91B","0.44%"
"02/28/2018","3,259.41","3,264.06","3,277.83","3,239.84","15.10B","-0.99%"
"02/27/2018","3,292.07","3,328.67","3,328.67","3,284.63","17.42B","-1.13%"
"02/26/2018","3,329.57","3,307.30","3,335.99","3,281.61","18.86B","1.23%"
"02/23/2018","3,289.02","3,275.43","3,294.13","3,258.49","14.58B","0.63%"
"02/22/2018","3,268.56","3,237.57","3,269.92","3,234.12","13.87B","2.17%"
"02/14/2018","3,199.16","3,188.25","3,203.50","3,171.38","10.03B","0.45%"
"02/13/2018","3,184.96","3,176.11","3,219.22","3,176.11","15.15B","0.98%"
"02/12/2018","3,154.13","3,128.37","3,168.13","3,113.61","15.33B","0.78%"
"02/09/2018","3,129.85","3,172.85","3,180.11","3,062.74","25.64B","-4.05%"
"02/08/2018","3,262.05","3,281.05","3,307.16","3,225.71","20.13B","-1.43%"
"02/07/2018","3,309.26","3,412.74","3,425.54","3,304.01","26.09B","-1.82%"
"02/06/2018","3,370.65","3,418.01","3,440.12","3,364.22","28.06B","-3.35%"
"02/05/2018","3,487.50","3,411.67","3,487.72","3,406.24","21.77B","0.73%"
"02/02/2018","3,462.08","3,419.22","3,463.16","3,388.86","20.81B","0.44%"
"02/01/2018","3,446.98","3,478.67","3,495.09","3,424.42","26.05B","-0.97%"
"01/31/2018","3,480.83","3,470.51","3,495.45","3,454.73","20.73B","-0.21%"
"01/30/2018","3,488.01","3,511.50","3,523.05","3,484.66","18.64B","-0.99%"
"01/29/2018","3,523.00","3,563.64","3,587.03","3,510.27","23.60B","-0.99%"
"01/26/2018","3,558.13","3,535.49","3,574.90","3,534.20","22.27B","0.28%"
"01/25/2018","3,548.31","3,555.17","3,571.48","3,528.03","24.34B","-0.31%"
"01/24/2018","3,559.47","3,553.48","3,569.49","3,527.11","25.30B","0.37%"
"01/23/2018","3,546.50","3,504.34","3,547.22","3,504.34","23.87B","1.29%"
"01/22/2018","3,501.36","3,476.99","3,503.39","3,475.67","21.75B","0.39%"
"01/19/2018","3,487.86","3,481.62","3,498.43","3,474.29","24.75B","0.38%"
"01/18/2018","3,474.75","3,449.88","3,476.55","3,448.79","22.00B","0.87%"
"01/17/2018","3,444.67","3,438.58","3,465.20","3,430.51","26.10B","0.24%"
"01/16/2018","3,436.59","3,403.47","3,437.58","3,401.96","21.15B","0.77%"
"01/15/2018","3,410.49","3,428.95","3,442.50","3,402.31","23.20B","-0.54%"
"01/12/2018","3,428.94","3,423.88","3,435.42","3,417.98","17.41B","0.11%"
"01/11/2018","3,425.34","3,415.59","3,426.48","3,405.64","17.38B","0.10%"
"01/10/2018","3,421.83","3,414.11","3,430.21","3,398.84","20.91B","0.23%"
"01/09/2018","3,413.90","3,406.11","3,417.23","3,403.59","19.15B","0.13%"
"01/08/2018","3,409.48","3,391.55","3,412.73","3,384.56","23.62B","0.52%"
"01/05/2018","3,391.75","3,386.46","3,402.07","3,380.24","21.31B","0.18%"
"01/04/2018","3,385.71","3,371.00","3,392.83","3,365.30","20.70B","0.49%"
"01/03/2018","3,369.11","3,347.74","3,379.92","3,345.29","21.38B","0.62%"
"01/02/2018","3,348.33","3,314.03","3,349.05","3,314.03","20.23B","1.24%"
"12/29/2017","3,307.17","3,295.25","3,308.22","3,292.77","14.16B","0.33%"
"12/28/2017","3,296.38","3,272.29","3,304.10","3,263.73","17.54B","0.63%"
"12/27/2017","3,275.78","3,302.46","3,307.08","3,270.35","16.27B","-0.92%"
"12/26/2017","3,306.12","3,277.84","3,307.30","3,274.33","14.24B","0.78%"
"12/25/2017","3,280.46","3,296.21","3,312.30","3,270.44","14.69B","-0.50%"
"12/22/2017","3,297.06","3,297.69","3,307.33","3,293.44","12.40B","-0.09%"
"12/21/2017","3,300.06","3,281.12","3,309.22","3,267.40","14.21B","0.38%"
"12/20/2017","3,287.61","3,296.74","3,300.21","3,276.12","13.77B","-0.27%"
"12/19/2017","3,296.54","3,266.02","3,296.94","3,266.02","11.51B","0.88%"
"12/18/2017","3,267.92","3,268.03","3,280.54","3,254.18","12.07B","0.05%"
"12/15/2017","3,266.14","3,287.53","3,287.53","3,259.39","13.09B","-0.80%"
"12/14/2017","3,292.44","3,302.93","3,309.53","3,282.57","12.05B","-0.32%"
"12/13/2017","3,303.04","3,278.40","3,304.01","3,273.32","11.20B","0.68%"
"12/12/2017","3,280.81","3,320.31","3,320.31","3,280.33","12.46B","-1.25%"
"12/11/2017","3,322.20","3,290.49","3,322.67","3,288.29","13.20B","0.98%"
"12/08/2017","3,289.99","3,264.48","3,297.13","3,258.76","13.32B","0.55%"
"12/07/2017","3,272.05","3,283.28","3,291.28","3,259.16","13.21B","-0.67%"
"12/06/2017","3,293.96","3,291.31","3,296.20","3,254.61","15.16B","-0.29%"
"12/05/2017","3,303.68","3,301.69","3,315.74","3,300.51","20.83B","-0.18%"
"12/04/2017","3,309.62","3,310.38","3,324.00","3,304.10","14.81B","-0.24%"
"12/01/2017","3,317.62","3,315.11","3,324.52","3,302.44","13.92B","0.01%"
"11/30/2017","3,317.19","3,328.64","3,340.92","3,306.28","15.66B","-0.62%"
"11/29/2017","3,337.86","3,335.57","3,343.06","3,305.57","18.38B","0.13%"
"11/28/2017","3,333.66","3,311.23","3,333.80","3,300.78","13.82B","0.34%"
"11/27/2017","3,322.23","3,346.66","3,347.05","3,315.26","16.64B","-0.94%"
"11/24/2017","3,353.82","3,340.38","3,360.75","3,328.33","15.96B","0.06%"
"11/23/2017","3,351.92","3,425.01","3,429.42","3,342.33","21.53B","-2.29%"
"11/22/2017","3,430.46","3,417.33","3,442.18","3,404.29","21.36B","0.59%"
"11/21/2017","3,410.50","3,382.36","3,419.80","3,377.60","19.69B","0.53%"
"11/20/2017","3,392.40","3,361.36","3,393.11","3,337.12","17.65B","0.28%"
"11/17/2017","3,382.91","3,392.68","3,403.29","3,373.30","24.95B","-0.48%"
"11/16/2017","3,399.25","3,393.19","3,409.65","3,390.59","15.67B","-0.10%"
"11/15/2017","3,402.52","3,416.21","3,423.75","3,396.38","16.88B","-0.79%"
"11/14/2017","3,429.55","3,446.55","3,450.49","3,419.69","19.65B","-0.53%"
"11/13/2017","3,447.84","3,435.18","3,449.16","3,435.08","20.54B","0.44%"
"11/10/2017","3,432.67","3,423.18","3,438.79","3,414.33","18.93B","0.14%"
"11/09/2017","3,427.79","3,410.67","3,428.77","3,408.62","15.86B","0.36%"
"11/08/2017","3,415.46","3,409.15","3,434.49","3,404.88","18.54B","0.06%"
"11/07/2017","3,413.57","3,389.47","3,415.15","3,387.95","19.06B","0.75%"
"11/06/2017","3,388.17","3,369.68","3,389.38","3,356.53","15.46B","0.49%"
"11/03/2017","3,371.74","3,377.74","3,380.57","3,347.36","17.27B","-0.34%"
"11/02/2017","3,383.31","3,391.65","3,391.65","3,372.21","16.69B","-0.37%"
"11/01/2017","3,395.91","3,393.97","3,410.35","3,388.60","18.06B","0.08%"
"10/31/2017","3,393.34","3,381.00","3,397.10","3,376.12","15.35B","0.09%"
"10/30/2017","3,390.34","3,413.87","3,419.73","3,357.28","20.83B","-0.77%"
"10/27/2017","3,416.81","3,404.50","3,421.10","3,402.11","17.03B","0.27%"
"10/26/2017","3,407.57","3,397.52","3,414.24","3,391.45","18.38B","0.31%"
"10/25/2017","3,396.90","3,384.86","3,398.30","3,382.03","12.31B","0.26%"
"10/24/2017","3,388.25","3,376.60","3,388.69","3,374.12","13.99B","0.22%"
"10/23/2017","3,380.70","3,382.28","3,385.29","3,374.70","13.08B","0.06%"
"10/20/2017","3,378.65","3,363.51","3,379.77","3,360.10","12.72B","0.25%"
"10/19/2017","3,370.17","3,374.64","3,378.74","3,359.63","15.85B","-0.34%"
"10/18/2017","3,381.79","3,373.53","3,383.23","3,371.92","15.72B","0.29%"
"10/17/2017","3,372.04","3,373.23","3,382.41","3,365.56","12.54B","-0.19%"
"10/16/2017","3,378.47","3,393.21","3,400.51","3,374.77","17.43B","-0.36%"
"10/13/2017","3,390.52","3,384.49","3,395.75","3,383.24","14.00B","0.13%"
"10/12/2017","3,386.10","3,385.53","3,390.20","3,372.53","16.18B","-0.06%"
"10/11/2017","3,388.28","3,381.49","3,395.78","3,379.16","18.15B","0.16%"
"10/10/2017","3,382.99","3,373.34","3,384.03","3,358.80","17.94B","0.26%"
"10/09/2017","3,374.38","3,403.25","3,410.17","3,366.97","19.17B","0.76%"